Peak_ID;Gene_Name
chr2-28582370-28583033;BABAM2
chr2-28615505-28616403;FOSL2
chr18-741612-742524;YES1
chr4-1305781-1306603;MAEA
chr4-1580277-1581035;FAM53A
chr4-1581158-1581748;FAM53A
chr4-1683967-1684855;FAM53A
chr4-1722932-1723838;TMEM129
chr4-1722932-1723838;TACC3
chr4-2243581-2244322;POLN
chr4-2243581-2244322;HAUS3
chr4-2243581-2244322;RNU6-1081P
chr4-2794325-2795207;SH3BP2
chr4-2845195-2845906;ADD1
chr4-2948792-2949565;NOP14
chr4-3462801-3463700;DOK7
chr4-8221251-8222142;SH3TC1
chr4-8200140-8201056;SH3TC1
chr4-7967282-7968196;ABLIM2
chr4-7058065-7058876;GRPEL1
chr4-7058065-7058876;TADA2B
chr4-6783323-6784132;KIAA0232
chr4-6179037-6179982;JAKMIP1
chr4-6152646-6153543;JAKMIP1
chr4-10022816-10023528;SLC2A9
chr4-10583765-10584649;CLNK
chr4-13627288-13628192;NKX3-2
chr4-13627288-13628192;BOD1L1
chr4-13656355-13657201;BOD1L1
chr4-14920544-14921356;CPEB2
chr4-15683097-15683762;FBXL5
chr4-15720663-15721507;BST1
chr4-17447469-17448343;QDPR
chr4-17576784-17577727;LAP3
chr4-17578483-17579169;LAP3
chr4-25146172-25147035;SEPSECS
chr4-25234789-25235484;PI4K2B
chr4-26320654-26321498;RBPJ
chr4-26331252-26332062;RBPJ
chr4-26861500-26862185;STIM2
chr4-26886996-26887786;STIM2
chr4-36189531-36190397;ARAP2
chr4-36244022-36244895;ARAP2
chr4-37566451-37567290;C4orf19
chr4-37803163-37804019;PGM2
chr4-37928752-37929637;TBC1D1
chr4-38023414-38024331;TBC1D1
chr4-38153115-38153863;TBC1D1
chr4-38213141-38214051;TBC1D1
chr4-38675299-38676193;KLF3
chr4-38677294-38678143;KLF3
chr4-38761288-38762167;TLR1
chr4-38805447-38806282;TLR1
chr4-38857518-38858321;TLR6
chr4-39033516-39034311;TMEM156
chr4-39618099-39619024;SMIM14
chr4-39699704-39700467;SMIM14
chr4-39699704-39700467;UBE2K
chr4-39977431-39978309;RNU6-367P
chr4-39977431-39978309;U6
chr4-39977431-39978309;PDS5A
chr4-40057630-40058458;N4BP2
chr4-40197769-40198527;N4BP2
chr4-40197769-40198527;RHOH
chr4-40180082-40180992;RHOH
chr4-40288261-40288983;CHRNA9
chr4-40289425-40290314;CHRNA9
chr4-40292124-40293027;CHRNA9
chr4-40301372-40302289;CHRNA9
chr4-40327059-40327980;CHRNA9
chr4-40621399-40622312;RBM47
chr4-41216152-41217068;APBB2
chr4-42570078-42570947;ATP8A1
chr4-47464946-47465656;COMMD8
chr4-48101984-48102860;TXK
chr4-48180128-48180937;TEC
chr4-48227336-48228249;TEC
chr4-48262701-48263607;TEC
chr4-48697966-48698802;FRYL
chr4-54957931-54958830;GSX2
chr4-56763983-56764821;EXOC1
chr4-74311423-74312317;AFP
chr4-74311423-74312317;ALB
chr4-76949337-76950169;ART3
chr4-76949337-76950169;CXCL10
chr4-77120757-77121576;SCARB2
chr4-77890612-77891064;SEPTIN11
chr4-78880770-78881665;MRPL1
chr4-83349883-83350773;HNRNPDL
chr4-84482651-84483475;GPAT3
chr4-87855417-87856329;AFF1
chr4-88792223-88793137;MEPE
chr4-88953148-88954058;PKD2
chr1-91487178-91488102;ZNF644
chr1-91809086-91810044;HFM1
chr1-92950856-92951752;GFI1
chr4-699102-700019;PCGF3
chr12-132433475-132434418;EP400
chr22-28741614-28742382;TTC28
chr22-26756400-26757293;SEZ6L
chr22-26167876-26168814;MYO18B
chr22-26169148-26170018;MYO18B
chr12-108691336-108692248;CMKLR1
chr12-108907738-108908636;FICD
chr12-110011035-110011758;MVK
chr12-110011035-110011758;MMAB
chr12-110182067-110182974;FAM222A
chr12-110245228-110246132;TRPV4
chr12-121124182-121124949;MLEC
chr12-121106388-121107321;CABP1
chr12-121087529-121088403;CABP1
chr12-121026360-121027259;POP5
chr12-120971483-120972395;RNF10
chr12-120686308-120687216;PXN
chr12-120666073-120666826;PXN
chr12-120646685-120647595;PXN
chr12-116599367-116600285;MED13L
chr12-116384838-116385744;MED13L
chr12-116354538-116355399;MED13L
chr12-113415962-113416885;OAS2
chr12-112980547-112981422;PTPN11
chr12-112848769-112849605;RPL6
chr12-111834648-111835564;PHETA1
chr12-111180839-111181718;PPP1CC
chr12-111126152-111127008;HVCN1
chr12-111098812-111099710;HVCN1
chr12-110906077-110906828;GPN3
chr12-110906077-110906828;FAM216A
chr12-110894112-110895015;GPN3
chr12-110895399-110896030;GPN3
chr12-110887694-110888573;ARPC3
chr12-110717965-110718857;ANAPC7
chr12-110717965-110718857;ATP2A2
chr12-110562261-110562776;IFT81
chr12-121668517-121669357;P2RX4
chr12-121775918-121776813;ANAPC5
chr12-121786139-121786829;ANAPC5
chr12-121786969-121787710;ANAPC5
chr12-121789585-121790412;ANAPC5
chr12-121937449-121938322;KDM2B
chr12-122063845-122064686;KDM2B
chr12-122063845-122064686;ORAI1
chr12-122227422-122228093;TMEM120B
chr12-122227422-122228093;RHOF
chr12-122326290-122327195;PSMD9
chr12-122393540-122394457;CFAP251
chr12-122500550-122501434;BCL7A
chr12-122820462-122821389;CLIP1
chr12-122875511-122876433;CLIP1
chr12-122904474-122905367;CLIP1
chr12-123277974-123278858;CCDC62
chr12-123402076-123402935;ABCB9
chr12-123436254-123437145;ABCB9
chr12-123711841-123712761;MPHOSPH9
chr12-123921060-123922037;RILPL2
chr12-124457190-124458020;CCDC92
chr12-124457190-124458020;ZNF664
chr12-124884547-124885438;NCOR2
chr12-124898180-124899083;NCOR2
chr12-124917024-124917902;NCOR2
chr12-125346043-125347025;SCARB1
chr12-128743610-128744486;TMEM132C
chr12-131589025-131589860;ADGRD1
chr7-65338105-65339014;NUPR2
chr7-65338105-65339014;VKORC1L1
chr7-66204810-66205730;RABGEF1
chr7-73811444-73812345;CLIP2
chr7-73587495-73588408;EIF4H
chr7-72937030-72937967;BCL7B
chr7-72937030-72937967;BAZ1B
chr7-75527708-75528588;POR
chr7-75623883-75624779;TMEM120A
chr7-76008774-76009664;SSC4D
chr7-76022721-76023621;SSC4D
chr7-44058880-44059640;RASA4
chr7-44058880-44059640;RASA4B
chr7-44058880-44059640;POLR2J2
chr7-44058880-44059640;POLR2J
chr7-44058880-44059640;POLR2J3
chr7-101182203-101183104;COL26A1
chr7-100887292-100888178;FIS1
chr7-100720261-100721124;TRIM56
chr7-100472623-100473254;UFSP1
chr7-100472623-100473254;SRRT
chr7-100450215-100451140;SLC12A9
chr7-100428849-100429622;EPHB4
chr7-100322995-100323697;EPO
chr7-100220975-100221892;TFR2
chr7-100081372-100082253;NYAP1
chr7-100025786-100026665;MEPCE
chr7-100025786-100026665;ZCWPW1
chr7-362144-363012;FOXL3
chr7-992837-993746;ADAP1
chr7-1024115-1024975;COX19
chr7-1024115-1024975;CYP2W1
chr7-1049704-1050281;CYP2W1
chr7-1049704-1050281;C7orf50
chr7-1176987-1177723;C7orf50
chr7-1569680-1570561;MAFK
chr7-2248894-2249749;MAD1L1
chr7-2347694-2348592;SNX8
chr7-2354409-2355021;SNX8
chr7-2392933-2393840;EIF3B
chr7-2521794-2522688;GRIFIN
chr7-2558620-2559496;LFNG
chr7-4681791-4682678;FOXK1
chr7-5229525-5230341;WIPI2
chr7-5526153-5527001;FBXL18
chr7-5569807-5570667;ACTB
chr7-5595786-5596502;ACTB
chr7-5820311-5821236;RNF216
chr7-5085147-5086047;RBAK
chr7-5085147-5086047;SPDYE15
chr7-5085147-5086047;SPDYE16
chr7-5085147-5086047;SPDYE6
chr7-5085147-5086047;SPDYE11
chr7-5085147-5086047;SPDYE9
chr7-5085147-5086047;SPDYE5
chr7-5085147-5086047;SPDYE3
chr7-5085147-5086047;SPDYE12
chr7-5085147-5086047;SPDYE17
chr7-5085147-5086047;SPDYE8
chr7-5085147-5086047;SPDYE4
chr7-5085147-5086047;SPDYE13
chr7-5085147-5086047;SPDYE18
chr7-5085147-5086047;SPDYE21
chr7-5085147-5086047;SPDYE1
chr7-5085147-5086047;SPDYE10
chr7-5085147-5086047;SPDYE2B
chr7-5085147-5086047;SPDYE2
chr7-5085147-5086047;SPDYE14
chr7-99005459-99006280;PDAP1
chr7-99005459-99006280;BUD31
chr13-27126749-27127649;WASF3
chr13-27455091-27455999;GPR12
chr13-27997682-27998571;GTF3A
chr13-28527406-28528317;CDX2
chr13-28587962-28588810;FLT3
chr13-28592014-28592898;FLT3
chr13-28621206-28621846;FLT3
chr13-28622069-28622915;FLT3
chr13-30088151-30089003;SLC7A1
chr13-30169052-30169880;SLC7A1
chr13-30170453-30171253;SLC7A1
chr13-31773875-31774673;B3GLCT
chr8-58973674-58974484;FAM110B
chr8-96261330-96262143;CFAP418
chr8-96145312-96146166;PLEKHF2
chr8-94928580-94929481;PDP1
chr6-97346846-97347736;NDUFAF4
chr6-90194308-90194940;ANKRD6
chr6-90162756-90163596;ANKRD6
chr9-27468210-27469006;MOB3B
chr9-27528094-27528962;MOB3B
chr9-27528094-27528962;IFNK
chr9-27529336-27530166;MOB3B
chr9-27529336-27530166;IFNK
chr9-27547945-27548797;C9orf72
chr9-27573261-27574145;C9orf72
chr9-32379074-32379845;ACO1
chr9-32384177-32385070;ACO1
chr9-32550523-32551394;RIGI
chr9-32550523-32551394;TOPORS
chr9-32551968-32552809;TOPORS
chr9-32551968-32552809;SMIM27
chr9-32572747-32573583;SMIM27
chr9-32572747-32573583;NDUFB6
chr9-32968102-32968988;APTX
chr9-33001199-33002089;APTX
chr9-33024868-33025655;DNAJA1
chr9-33076268-33077162;SMU1
chr9-33153407-33154299;B4GALT1
chr9-33155295-33156137;B4GALT1
chr9-33159198-33159535;B4GALT1
chr9-33166989-33167902;B4GALT1
chr9-33264407-33265328;CHMP5
chr9-33264407-33265328;BAG1
chr9-33264407-33265328;SPINK4
chr9-33290065-33290934;CHMP5
chr9-33290065-33290934;NFX1
chr9-33374716-33375603;NFX1
chr9-33415217-33416130;RNU6-172P
chr9-33466337-33467228;NOL6
chr9-33473539-33474444;NOL6
chr9-33816502-33817383;UBE2R2
chr9-33851964-33852855;UBE2R2
chr9-34048665-34049611;UBAP2
chr9-34073952-34074855;DCAF12
chr9-34123488-34124407;DCAF12
chr9-34126243-34127148;DCAF12
chr9-34178538-34179443;UBAP1
chr9-34252650-34253538;UBAP1
chr9-34328928-34329843;KIF24
chr9-34328928-34329843;NUDT2
chr9-34403502-34404408;FAM219A
chr9-34437147-34437995;FAM219A
chr9-34458175-34459072;FAM219A
chr9-34458175-34459072;DNAI1
chr9-34493763-34494656;DNAI1
chr9-34500379-34501282;DNAI1
chr9-34546558-34547387;CNTFR
chr9-34603386-34604279;CNTFR
chr9-34603386-34604279;IL11RA
chr9-34611736-34612610;IL11RA
chr9-34611736-34612610;RPP25L
chr9-34620086-34620982;IL11RA
chr9-34620086-34620982;DCTN3
chr9-34633608-34634516;IL11RA
chr9-34633608-34634516;ARID3C
chr9-34637383-34638286;IL11RA
chr9-34637383-34638286;SIGMAR1
chr9-34646247-34647103;IL11RA
chr9-34646247-34647103;SIGMAR1
chr9-34646247-34647103;GALT
chr9-34984978-34985682;PHF24
chr9-34989111-34990022;DNAJB5
chr9-35072287-35073036;VCP
chr9-35079496-35080398;FANCG
chr9-35095998-35096909;PIGO
chr9-35102776-35103696;STOML2
chr9-35111199-35112101;ATOSB
chr9-35113922-35114673;ATOSB
chr9-35116825-35117365;ATOSB
chr9-35406227-35406965;UNC13B
chr9-35553589-35554449;RUSC2
chr9-35603736-35604626;TESK1
chr9-35618033-35618929;CD72
chr9-35619292-35620165;CD72
chr9-35649225-35650072;CD72
chr9-35649225-35650072;SIT1
chr9-35634309-35635196;SIT1
chr9-35646484-35647397;SIT1
chr9-35657711-35658585;RMRPP5
chr9-35657711-35658585;CCDC107
chr9-35664747-35665626;ARHGEF39
chr9-35675443-35676356;CA9
chr9-35696281-35697162;TLN1
chr9-35729697-35730610;TLN1
chr9-35731926-35732836;TLN1
chr9-35731926-35732836;CREB3
chr9-35748763-35749636;GBA2
chr9-35748763-35749636;RGP1
chr9-35828789-35829704;TMEM8B
chr9-35881997-35882896;OR13J1
chr9-35902762-35903664;HRCT1
chr9-36102743-36103652;RECK
chr9-36136210-36137129;RECK
chr9-36136210-36137129;GLIPR2
chr9-36151549-36152427;GLIPR2
chr9-36163199-36164067;GLIPR2
chr9-36166228-36167129;CCIN
chr9-36190399-36191289;CCIN
chr9-36190399-36191289;CLTA
chr9-36247819-36248686;GNE
chr9-36257984-36258810;GNE
chr9-36400600-36401456;RNF38
chr9-36406890-36407755;RNF38
chr9-36449893-36450769;RNF38
chr9-36487339-36488240;RNF38
chr9-36555572-36556479;MELK
chr9-36572380-36573270;MELK
chr9-36632681-36633592;MELK
chr9-37027279-37028182;PAX5
chr9-37034070-37034888;PAX5
chr9-37040470-37041418;PAX5
chr9-37119955-37120897;ZCCHC7
chr9-37144377-37145207;ZCCHC7
chr9-37146149-37147061;ZCCHC7
chr9-37196892-37197815;ZCCHC7
chr9-37283737-37284575;ZCCHC7
chr9-37293643-37294536;ZCCHC7
chr9-37302039-37302921;ZCCHC7
chr9-37324132-37324944;ZCCHC7
chr9-37329350-37330234;ZCCHC7
chr9-37337162-37338049;ZCCHC7
chr9-37422165-37423078;GRHPR
chr9-37465163-37466053;ZBTB5
chr9-37485443-37486347;POLR1E
chr9-37575844-37576709;FBXO10
chr9-37746896-37747804;FRMPD1
chr9-37753398-37754299;TRMT10B
chr9-37784580-37785503;EXOSC3
chr9-37800451-37801309;EXOSC3
chr9-37800451-37801309;DCAF10
chr9-37903777-37904663;SLC25A51
chr9-37903777-37904663;SLC25A52
chr9-37913334-37914240;SHB
chr9-37994572-37995488;SHB
chr9-38047387-38048272;SHB
chr9-38068869-38069777;SHB
chr9-38070905-38071738;SHB
chr9-38392251-38393129;ALDH1B1
chr9-38416721-38417594;IGFBPL1
chr9-100376747-100377619;TSTD2
chr9-100394622-100395478;TSTD2
chr9-100394622-100395478;NCBP1
chr9-100472927-100473650;XPA
chr9-107637395-107638294;ABCA1
chr9-112009345-112010252;EPB41L4B
chr9-112031471-112031922;EPB41L4B
chr9-112032006-112032372;EPB41L4B
chr9-114061819-114062716;OR2K2
chr9-114383715-114384369;DNAJC25
chr9-114392774-114393586;DNAJC25
chr9-114937363-114938190;SUSD1
chr9-123200781-123201686;CDK5RAP2
chr9-6757410-6758229;KDM4C
chr9-7799167-7800071;DMAC1
chr9-9942599-9943437;PTPRD
chr9-14353229-14354132;NFIB
chr9-14692875-14693811;ZDHHC21
chr9-15211221-15212115;TTC39B
chr9-15277521-15278385;TTC39B
chr9-15306827-15307699;TTC39B
chr9-15422292-15423199;SNAPC3
chr9-15510673-15511538;PSIP1
chr9-15552475-15553355;CCDC171
chr9-15606395-15607311;CCDC171
chr9-17134633-17135484;CNTLN
chr9-17462600-17463494;CNTLN
chr9-19028668-19029504;SAXO1
chr9-19048890-19049806;RRAGA
chr9-19102548-19103435;HAUS6
chr9-19127095-19127990;PLIN2
chr9-19129835-19130656;PLIN2
chr9-19173884-19174792;PLIN2
chr9-19230101-19231042;DENND4C
chr9-19379806-19380681;DENND4C
chr9-19379806-19380681;RPS6
chr9-19457156-19458053;ACER2
chr9-19492886-19493796;ACER2
chr9-20382227-20383139;MLLT3
chr9-20526515-20527301;MLLT3
chr9-20622118-20622936;MLLT3
chr9-20683739-20684645;FOCAD
chr9-20884724-20885596;FOCAD
chr9-20940799-20941672;FOCAD
chr9-21069985-21070902;IFNB1
chr9-21110640-21111538;IFNA2
chr9-21110640-21111538;IFNA8
chr9-21110640-21111538;IFNA4
chr9-21110640-21111538;IFNA6
chr9-21110640-21111538;IFNA21
chr9-21110640-21111538;IFNA5
chr9-21110640-21111538;IFNA7
chr9-21110640-21111538;IFNA14
chr9-21110640-21111538;IFNA10
chr9-21110640-21111538;IFNA17
chr9-21110640-21111538;IFNA13
chr9-21110640-21111538;IFNA1
chr9-21110640-21111538;IFNA16
chr9-21334907-21335780;KLHL9
chr9-21252895-21253784;IFNA2
chr9-21252895-21253784;IFNA8
chr9-21252895-21253784;IFNA4
chr9-21252895-21253784;IFNA6
chr9-21252895-21253784;IFNA21
chr9-21252895-21253784;IFNA5
chr9-21252895-21253784;IFNA7
chr9-21252895-21253784;IFNA14
chr9-21252895-21253784;IFNA10
chr9-21252895-21253784;IFNA17
chr9-21252895-21253784;IFNA13
chr9-21252895-21253784;IFNA1
chr9-21252895-21253784;IFNA16
chr9-21802527-21803421;MTAP
chr9-21812706-21813491;MTAP
chr9-21813651-21814477;MTAP
chr9-22008973-22009684;CDKN2B
chr9-22452220-22453094;DMRTA1
chr9-26892303-26893151;CAAP1
chr9-26946835-26947770;PLAA
chr9-26955926-26956837;IFT74
chr9-27033566-27034429;IFT74
chr9-27276210-27277100;EQTN
chr1-66732493-66733404;PDE4B
chr1-66760940-66761833;PDE4B
chr1-58621158-58622021;DAB1
chr1-55257764-55258654;TTC22
chr1-55178843-55179745;TTC4
chr1-55180121-55180951;TTC4
chr1-55138545-55139458;MROH7
chr1-54804426-54805216;SSBP3
chr1-53393070-53393965;SCP2
chr1-51768686-51769569;TTC39A
chr1-51616715-51617564;C1orf185
chr1-51622220-51623119;C1orf185
chr1-51648087-51648990;C1orf185
chr1-51433457-51434250;CDKN2C
chr1-51434375-51434965;CDKN2C
chr1-51170103-51171006;FAF1
chr1-46667975-46668857;POMGNT1
chr1-46667975-46668857;LURAP1
chr1-46442306-46443188;MAST2
chr1-45272722-45273636;DYNLT4
chr1-44739297-44740197;ERI3
chr1-44682654-44683549;ERI3
chr1-44682654-44683549;DMAP1
chr1-44594867-44595765;KLF17
chr1-43833992-43834821;ELOVL1
chr1-43423283-43424164;SLC2A1
chr1-43147397-43148311;YBX1
chr1-41980967-41981819;HIVEP3
chr1-41897918-41898835;EDN2
chr1-41888365-41889265;FOXO6
chr1-41881824-41882729;FOXO6
chr1-41239980-41240663;NFYC
chr1-40770235-40770893;COL9A2
chr1-40385467-40386362;MYCL
chr1-40341969-40342830;TRIT1
chr1-40182682-40183553;PPIE
chr1-40042276-40043228;PABPC4
chr1-39875006-39875806;MACF1
chr1-39680593-39681458;MACF1
chr1-39671744-39672461;MACF1
chr1-39657739-39658622;MACF1
chr1-39491120-39492027;NDUFS5
chr1-36553544-36554453;ADPRS
chr1-36348946-36349785;ago-01
chr1-36034540-36035423;NCDN
chr1-36023134-36024026;NCDN
chr1-36023134-36024026;KIAA0319L
chr1-35657683-35658479;SFPQ
chr1-35544745-35545646;ZMYM1
chr1-35450775-35451625;ZMYM6
chr1-35450775-35451625;TMEM35B
chr1-33430636-33431498;RNF19B
chr1-32800929-32801844;MARCKSL1
chr1-32741473-32742297;LCK
chr1-32539282-32540221;TMEM39B
chr1-32426964-32427480;PTP4A2
chr1-31768896-31769730;ZCCHC17
chr1-31768896-31769730;SNRNP40
chr1-28736436-28737324;PHACTR4
chr1-28449726-28450532;PTAFR
chr1-28425374-28426186;EYA3
chr1-28156588-28157486;PPP1R8
chr1-27934767-27935579;FGR
chr1-27872055-27872954;AHDC1
chr1-27851700-27852233;AHDC1
chr1-27772682-27773555;WASF2
chr1-27633991-27634772;WDTC1
chr1-27622961-27623882;WDTC1
chr1-27372938-27373841;SLC9A1
chr1-27338841-27339664;SLC9A1
chr1-27191890-27192656;SFN
chr1-27097149-27098049;ARID1A
chr1-27070053-27070879;ARID1A
chr1-26864707-26865600;RPS6KA1
chr1-26826269-26827155;RPS6KA1
chr1-26663023-26663882;CRYBG2
chr1-26663023-26663882;CD52
chr1-26647800-26648725;CRYBG2
chr1-26647800-26648725;CD52
chr1-26319318-26320137;PAFAH2
chr1-26201706-26202531;PAQR7
chr1-25875187-25876110;LDLRAP1
chr1-25774632-25775525;MACO1
chr1-25756004-25756864;MACO1
chr1-25559766-25560650;RSRP1
chr1-25559766-25560650;SYF2
chr1-25512659-25513479;SYF2
chr1-25256097-25256913;RUNX3
chr1-25139961-25140888;CLIC4
chr1-25119994-25120904;CLIC4
chr1-24742112-24743022;NIPAL3
chr1-24742112-24743022;STPG1
chr1-24717782-24718668;STPG1
chr1-24393260-24393828;MYOM3
chr1-23865329-23866166;E2F2
chr1-23810707-23811463;E2F2
chr1-23810707-23811463;ASAP3
chr1-23728251-23729144;TCEA3
chr1-23424272-23425194;LUZP1
chr1-23377970-23378878;KDM1A
chr1-22930010-22930913;EPHA8
chr1-22431727-22432622;WNT4
chr1-21901559-21902487;ALPL
chr1-21818396-21819293;ALPL
chr1-21022123-21022972;KIF17
chr1-20522073-20522959;UBXN10
chr1-20171235-20172097;RNF186
chr1-20127305-20128197;TMCO4
chr1-19653438-19654336;SLC66A1
chr1-19477905-19478606;UBR4
chr1-19209902-19210775;ALDH4A1
chr1-19140647-19141396;TAS1R2
chr1-18972448-18973226;PAX7
chr1-18923713-18924437;PAX7
chr1-18643152-18644052;IGSF21
chr1-17606624-17607508;PADI4
chr1-17606624-17607508;PADI3
chr1-17392970-17393873;PADI2
chr1-16302715-16303605;ZBTB17
chr1-16172943-16173828;SPEN
chr1-15952501-15953358;RSC1A1
chr1-15952501-15953358;RSC1A1
chr1-15851731-15852540;CASP9
chr1-13813378-13814260;LRRC38
chr1-12601059-12601658;DHRS3
chr1-12601777-12602505;DHRS3
chr1-12475565-12476253;VPS13D
chr1-12166632-12167457;TNFRSF8
chr1-12147905-12148796;TNFRSF8
chr1-12079207-12079953;MIIP
chr1-12040217-12041072;MFN2
chr1-11985605-11986459;KIAA2013
chr1-11952430-11953232;KIAA2013
chr1-11865242-11866159;CLCN6
chr1-11865242-11866159;MTHFR
chr1-11740520-11741398;MAD2L2
chr1-10253452-10254354;UBE4B
chr1-9927226-9928120;CTNNBIP1
chr1-9713972-9714765;PIK3CD
chr1-9715273-9716147;PIK3CD
chr1-9704428-9705317;PIK3CD
chr1-9128848-9129776;SLC2A5
chr1-8938128-8939040;ENO1
chr1-8908069-8908968;ENO1
chr1-8763607-8764498;RERE
chr1-8718643-8719497;RERE
chr1-8516684-8517515;RERE
chr1-8499656-8500521;RERE
chr1-8497271-8498116;RERE
chr1-8408902-8409797;SLC45A1
chr1-8374423-8375180;SLC45A1
chr1-7831226-7832091;CAMTA1
chr1-7831226-7832091;VAMP3
chr1-6534994-6535924;PLEKHG5
chr1-6497084-6498007;ESPN
chr1-6259694-6260596;RPL22
chr1-5975113-5975977;NPHP4
chr1-3597248-3598118;TP73
chr1-2231702-2232553;MORN1
chr1-2231702-2232553;SKI
chr1-2246396-2247071;SKI
chr1-2158893-2159769;SKI
chr1-2126817-2127713;FAAP20
chr1-1374952-1375853;VWA1
chr1-1259835-1260703;CPTP
chr1-1259835-1260703;INTS11
chr1-1208789-1209396;UBE2J2
chr1-955171-956100;AGRN
chr19-54606201-54606725;NDUFA3
chr19-54662478-54663337;LENG1
chr19-54662478-54663337;TMC4
chr19-54673094-54673731;TMC4
chr19-54694393-54695315;MBOAT7
chr19-54694393-54695315;TSEN34
chr19-54959901-54960549;TTYH1
chr19-54959901-54960549;LENG8
chr19-56091491-56092321;ZNF579
chr19-56111350-56112239;FIZ1
chr19-56111350-56112239;ZNF524
chr19-58513661-58514573;ZNF606
chr19-48630524-48631384;LIG1
chr19-48249259-48250185;NOP53
chr19-48249259-48250185;Metazoa_SRP
chr19-48102879-48103778;ZNF541
chr19-47778132-47779061;INAFM1
chr19-47745137-47746037;CCDC9
chr19-47616168-47616994;ZC3H4
chr19-47363503-47364406;ARHGAP35
chr19-47288110-47289011;SLC1A5
chr19-47130411-47131295;PTGIR
chr19-46850472-46851362;PPP5C
chr19-46519855-46520759;PGLYRP1
chr19-46519855-46520759;CCDC61
chr19-46194501-46195231;FBXO46
chr19-46194501-46195231;QPCTL
chr19-46194501-46195231;SNRPD2
chr19-46184755-46185674;SNRPD2
chr19-46184755-46185674;GIPR
chr19-46009437-46010345;VASP
chr19-45971751-45972659;FOSB
chr19-45681239-45682146;BLOC1S3
chr19-45681239-45682146;TRAPPC6A
chr19-45562438-45563352;CLASRP
chr19-45528743-45529670;RELB
chr19-45454077-45454888;APOC2
chr19-44808573-44809453;ZNF112
chr19-44808573-44809453;ZNF233
chr19-43950728-43951623;LYPD3
chr19-42363377-42364247;RPS19
chr19-42438156-42439041;RABAC1
chr19-42455453-42456374;RABAC1
chr15-44065966-44066871;ERICH4
chr19-41945090-41945987;DMAC2
chr19-41859497-41860387;TGFB1
chr19-41195869-41196766;COQ8B
chr19-41195869-41196766;NUMBL
chr19-40909064-40909748;PRX
chr19-40785744-40786579;AKT2
chr19-40598296-40599187;ZNF780A
chr19-40596670-40597534;ZNF780A
chr19-40596670-40597534;ZNF780A
chr19-39970556-39971453;TIMM50
chr19-39897547-39898474;ZFP36
chr19-39893372-39894295;ZFP36
chr19-39881223-39882131;MED29
chr19-39881223-39882131;PAF1
chr19-39824197-39825100;GMFG
chr19-39818548-39819387;GMFG
chr19-39341769-39342689;HNRNPL
chr19-39327813-39328722;HNRNPL
chr19-39125292-39126187;ACTN4
chr19-39125292-39126187;EIF3K
chr19-38877780-38878692;GGN
chr19-38864551-38865330;PSMD8
chr19-38441414-38442318;SIPA1L3
chr19-36207525-36208412;KMT2B
chr19-36207525-36208412;ZBTB32
chr19-36139470-36140326;COX6B1
chr19-35845448-35846371;FFAR1
chr19-35828430-35829331;FFAR1
chr19-35828430-35829331;CD22
chr19-35704137-35704917;FAM187B
chr19-35557562-35558471;HPN
chr19-34733692-34734697;GARRE1
chr19-34662695-34663598;LSM14A
chr19-34180868-34181708;CHST8
chr19-32971654-32972565;DPY19L3
chr19-51644668-51645559;CD33
chr19-51644668-51645559;SIGLEC6
chr19-51171958-51172809;SHANK1
chr19-51173579-51174381;SHANK1
chr19-50728114-50728995;MYH14
chr19-50315686-50316581;FUZ
chr19-50142713-50143622;RRAS
chr19-50046597-50047497;RCN3
chr19-49917013-49917869;PTH2
chr19-49917013-49917869;KASH5
chr19-49843064-49843918;TEAD2
chr19-49843064-49843918;CD37
chr19-49495755-49496659;GYS1
chr19-49497189-49497882;GYS1
chr19-49495755-49496659;RUVBL2
chr19-49497189-49497882;RUVBL2
chr19-49473810-49474734;GYS1
chr19-49473810-49474734;RUVBL2
chr19-49457924-49458728;BAX
chr19-49403485-49404318;TULP2
chr19-49403485-49404318;NUCB1
chr19-49157430-49158264;NTN5
chr19-49127733-49128625;SPHK2
chr19-48993107-48993987;LMTK3
chr19-48835462-48836356;TMEM143
chr11-18009926-18010830;SERGEF
chr11-18720879-18721672;TMEM86A
chr11-20132040-20132900;NAV2
chr15-101744994-101745753;CHSY1
chr15-101744994-101745753;RNU6-620P
chr15-101744994-101745753;RNU6-190P
chr15-101744994-101745753;U6
chr15-101167678-101168573;ASB7
chr15-99911683-99912579;LRRC28
chr15-98442137-98443037;ARRDC4
chr15-91659948-91660830;SV2B
chr15-89385679-89386536;ACAN
chr15-89750466-89751381;RLBP1
chr15-90015193-90016099;RHCG
chr15-90034971-90035560;RHCG
chr15-90213520-90214316;KIF7
chr15-90213520-90214316;PLIN1
chr15-90214597-90215423;PLIN1
chr15-90233656-90234539;PEX11A
chr15-90233656-90234539;WDR93
chr15-90286455-90287322;WDR93
chr15-90436704-90437583;AP3S2
chr15-90749882-90750740;SEMA4B
chr15-90761794-90762703;SEMA4B
chr15-90808306-90809186;TTLL13
chr15-90808306-90809186;NGRN
chr15-91412326-91413191;FURIN
chr15-90956399-90957234;IQGAP1
chr15-90931691-90932154;IQGAP1
chr15-90863089-90863960;ZSCAN2
chr15-85551319-85552139;PDE8A
chr15-84098915-84099833;SH3GL3
chr15-81292240-81292963;TLNRD1
chr15-81292240-81292963;MESD
